Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	PhysicalDamageBase	PhysicalMagicBase	PoisonDamageBase	PoisonMagicBase	ColdDamageBase	ColdMagicBase	FireDamageBase	FireMagicBase	LightingDamageBase	LightingMagicBase	AuraSkillId	AuraSkillLevel	PasstSkillId	PasstSkillLevel	IsRevive	AIParam10
èặãẫẹà(ậẻẵðếẵ³ĂBOSS)	0	5	1	0			263				boss037	0	0	0	0	0	28	30	28	11	16	13	339	0|25	73	0|25	353	0|25	353	0|25		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|2600	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|90	0|90	0|90	0|95	0|90	95	95	95	95	95	1440	100		3	0|655	0|0	0|0	0|280	0|0	0|0	0|0	0|0	0|0	0|0	69	0|25	297	0|60		
°ìểăểă(ậẻẵðếẵ³ĂBOSS)	0	5	1	0			165				boss007	0	0	0	0	0	37	38	20	11	10	10	339	0|25	73	0|25	353	0|25	353	0|25		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|3400	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	95	95	95	95	95	1440	100		3	0|1200	0|0	0|170	0|700	0|0	0|0	0|0	0|0	0|0	0|0	69	0|25	297	0|60		
ầồắứấƯèô(ậẻẵðếẵ³ĂBOSS)	0	5	2	0			165				boss004	0	0	0	0	0	37	38	20	11	10	10	380	0|25	336	0|25	105	0|25	105	0|25		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|3400	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|95	0|100	0|90	0|90	95	95	95	95	95	1440	100		3	0|600	0|0	0|0	0|0	0|350	0|2200	0|0	0|0	0|0	0|0	332	0|25	297	0|60		
ệểÁộéó(ậẻẵðếẵ³ĂBOSS)	0	5	2	0			165				boss005	0	0	0	0	0	37	38	20	11	10	10	380	0|25	336	0|25	105	0|25	105	0|25		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|3000	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|85	0|75	0|70	0|80	0|85	95	95	95	95	95	1080	100		3	0|65	0|1600	0|0	0|0	0|1170	0|1600	0|0	0|0	0|0	0|0	332	0|25	297	0|60		
ºẻẩậẻề(ậẻẵðếẵ³ĂBOSS)	0	5	3	0			165				boss013	0	0	0	0	0	37	38	20	11	10	10	357	0|25	361	0|25	362	0|25	362	0|25		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|3200	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|95	95	95	95	95	95	1440	100		3	0|650	0|0	0|0	0|0	0|0	0|0	0|0	0|1200	0|0	0|0	86	0|25	297	0|60		
ảậÄắợÊ(ậẻẵðếẵ³ĂBOSS)	0	5	3	0			165				boss015	0	0	0	0	0	37	38	20	11	10	10	357	0|25	361	0|25	362	0|25	362	0|25		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|3000	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|90	0|80	0|85	0|85	0|95	95	95	95	95	95	1080	100		3	0|1728	0|0	0|0	0|0	0|0	0|0	0|0	0|4400	0|0	0|0	86	0|25	297	0|60		
ầồÁôìể(ậẻẵðếẵ³ĂBOSS)	0	5	4	0			165				boss040	0	0	0	0	0	37	38	20	11	10	10	372	0|25	375	0|25	365	0|25	365	0|25		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|3000	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|90	0|100	0|80	95	95	95	95	95	1080	100		3	0|660	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|400	0|1380	159	0|25	297	0|60		
àÀầồếổẩậ(ậẻẵðếẵ³ĂBOSS)	0	5	4	0			165				boss001	0	0	0	0	0	37	38	20	11	10	10	372	0|25	375	0|25	365	0|25	365	0|25		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|3200	100	0	0	5000	100	0	0	1800	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|70	0|85	0|80	0|70	0|80	95	95	95	95	95	1080	100		3	0|900	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|1200	0|1600	159	0|25	297	0|60		
ậẻắỹ´úẵôắỹ(ậẻẵðếẵ³ĂBOSS)	0	5	0	0			113				enemy004	0	0	0	0	0	28	28	36	11	24	12	365	0|25	339	0|25	362	0|25	380	0|25		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	20000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|1728	0|3000	0|0	0|600	0|0	0|2200	0|0	0|3500	0|0	0|1380	16	0|50	297	0|60		
ẵðắỹ´úẵôắỹ(ậẻẵðếẵ³ĂBOSS)	0	5	0	0			115				enemy006	0	0	0	0	0	24	27	21	10	24	12	365	0|25	339	0|25	362	0|25	380	0|25		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	20000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|1728	0|3000	0|0	0|600	0|0	0|2200	0|0	0|3500	0|0	0|1380	16	0|50	297	0|60		
Bia Đá	3	6	0								passerby297	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Cấm Cung 	0	5	0	1			165				boss030	0	0	0	0	0	24	29	24	7	22	14	239	1|0.2	201	1|0.2	239	1|0.2	201	1|0.2		\script\npclevelscript\newnpc.lua	100	1500	0	0	100	37000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	810	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Cấm thương	0	5	0	1			165				boss031	0	0	0	0	0	24	29	24	7	22	14	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\newnpc.lua	100	1500	0	0	100	37000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	810	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Cấm Nhận	0	5	0	1			165				boss032	0	0	0	0	0	24	29	24	7	22	14	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\newnpc.lua	100	1800	0	0	100	50000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	810	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
duanmurui_Christmas	0	5	3	24			165				boss015	0	0	0	0	0	37	38	20	11	10	10	361	0|20	361	0|20	362	0|20	362	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	3600000	0|3000	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|70	0|60	0|65	0|65	0|75	95	95	95	95	95	1080	100		3	0|1728	0|0	0|0	0|0	0|0	0|0	0|0	0|4400	0|0	0|0	146	0|20	297	0|60		
gubo_Christmas	0	5	0	24			165				boss018	0	0	0	0	0	37	38	20	11	10	10	324	0|62	324	0|62	40	0|30	40	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	4200000	0|3200	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|65	0|60	0|60	0|80	0|75	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	146	0|20	297	0|60		
zhonglingxiu_Christmas	0	5	2	24			165				boss005	0	0	0	0	0	37	38	20	11	10	10	336	0|20	336	0|20	337	0|30	337	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	3100000	0|2400	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	1080	100		3	0|65	0|1600	0|0	0|0	0|1170	0|1600	0|0	0|0	0|0	0|0	86	0|20	297	0|60		
helianpiao_Christmas	0	5	2	24			165				boss002	0	0	0	0	0	37	38	20	11	10	10	328	0|20	328	0|20	380	0|30	380	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	3100000	0|2400	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|65	0|50	0|60	0|60	95	95	95	95	95	1080	100		3	0|600	0|0	0|0	0|0	0|350	0|2540	0|0	0|0	0|0	0|0	86	0|20	297	0|60		
wangzuo_Christmas	0	5	0	24			165				boss024	0	0	0	0	0	37	38	20	11	10	10	323	0|35	323	0|35	40	0|30	40	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	8000000	0|4000	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|90	0|80	0|80	0|90	0|90	95	95	95	95	95	1440	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	146	0|20	297	0|60		
tangburan_Christmas	0	5	1	24			263				boss019	0	0	0	0	0	28	30	28	11	16	13	302	0|20	351	0|20	302	0|20	342	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	4500000	0|2600	100	0	0	6000	100	0	0	1600	100	0	0	0	100	0	0	0	6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|90	0|90	0|90	0|95	0|90	95	95	95	95	95	1440	100		3	0|655	0|0	0|0	0|280	0|0	0|0	0|0	0|0	0|0	0|0	51	0|30	297	0|60		
shansinan_Christmas	0	5	4	24			165				boss022	0	0	0	0	0	37	38	20	11	10	10	368	0|20	368	0|20	365	0|10	365	0|10		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	4800000	0|3000	100	0	0	8000	100	0	0	2400	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|90	0|100	0|80	95	95	95	95	95	1080	100		3	0|800	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|800	0|1000	159	0|20	297	0|60		
xuanjizi_Christmas	0	5	4	24			165				boss017	0	0	0	0	0	37	38	20	11	10	10	372	0|20	372	0|20	375	0|20	375	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	4800000	0|3000	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|90	0|100	0|80	95	95	95	95	95	1080	100		3	0|660	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|400	0|1380	86	0|20	297	0|60		
lanyiyi_Christmas	0	5	1	24			165				boss008	0	0	0	0	0	37	38	20	11	10	10	353	0|30	353	0|30	355	0|30	355	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	3600000	0|2800	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|95	0|30	95	95	95	95	95	1440	100		3	0|1124	0|0	0|119	0|500	0|0	0|0	0|0	0|0	0|0	0|0	86	0|20	297	0|60		
mengcanglang_Christmas	0	5	3	24			165				boss012	0	0	0	0	0	37	38	20	11	10	10	357	0|20	357	0|20	359	0|20	359	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	4200000	0|3500	100	0	0	5000	100	0	0	1800	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|65	0|75	0|75	0|65	95	95	95	95	95	1440	100		3	0|610	0|0	0|0	0|0	0|0	0|0	0|0	0|1850	0|0	0|0	86	0|20	297	0|60		
Bia đá	3	6	1	0							passerby298	0	0	0	0	0	24	40	32	13	24	12																																									400		700													0|0								90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Cây giáng sinh	3	6	1	0							passerby299	0	0	0	0	0	24	40	32	13	24	12																																									400		700													0|0								240		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Cây đã treo táo	3	6	1	0							passerby300	0	0	0	0	0	24	40	32	13	24	12																																									400		700													0|0								90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Cây đã treo đèn	3	6	1	0							passerby301	0	0	0	0	0	24	40	32	13	24	12																																									400		700													0|0								90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Cây  đã treo kẹo	3	6	1	0							passerby302	0	0	0	0	0	24	40	32	13	24	12																																									400		700													0|0								90		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Cây đã treo chuông	3	6	1	0							passerby303	0	0	0	0	0	24	40	32	13	24	12																																									400		700													0|0								240		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Cây giáng sinh thần bí	3	6	1	0							enemy198	0	0	0	0	0	24	40	32	13	24	12																																									400		700													0|0								185		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Tuần Lộc	0	5	4	1			83				ani061	0	0	0	0	0	9	9	15	10	4	7	1	0|20	1	0|20	1	0|20	1	0|20		\script\npclevelscript\makeboss.lua	0	0	0	0	100	0	0	20000000	0|1400	100			3300	100	0	0	2400	100	0	0	0	100	0	0	0	0	0	0	0	0	100	2000	1	0	0	0	0	0	0	0	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	160		36	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|4400	0|0	0|3000	964	0|30	297	0|60		
Sói tuyết	0	5	0	1			79				ani012	0	0	0	0	0	27	27	24	10	11	15	1	0|20	1	0|20	1	0|20	1	0|20		\script\npclevelscript\makeboss.lua	0	0	0	0	100	0	0	20000000	0|1400	100			3300	100	0	0	2400	100	0	0	0	100	0	0	0	0	0	0	0	0	100	2000	1	0	0	0	0	0	0	0	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		36	0|1728	0|3000	0|0	0|1500	0|0	0|3000	0|0	0|4400	0|0	0|3000	964	0|30	297	0|60		
ềĂằẻàÄéĂấƠàđấữ	3	6	1	0							enemy197	0	0	0	0	0	14	14				14	1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	100000	0|100	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|50	0|50	0|50	0|50	75	75	75	75	75		180		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Áẵ´đàặÁý	3	6	1	0							passerby304	0	0	0	0	0	28	28				28	1	0|0	1	0|0	1	0|0	1	0|0																																																								185		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Áẵ´đàặÁýÊăÁÁÊâ	3	6	1	0							passerby305	0	0	0	0	0	44	44				44	1	0|0	1	0|0	1	0|0	1	0|0																																																								185		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
<<ẻ´ãưềở>>	0	5	4	0			66				passerby306	0	0	0	0	0	19	22	18	12	12	5	416	0|20	321	0|20	372	0|20	20	0|30		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	20000000	0|1400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	0	0	0	0	0	0	0	0	0	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	810	148		6	0|1500	0|1500	0|1500	0|1500	0|1500	0|1500	0|1500	0|1500	0|1500	0|1500	86	0|10	297	0|30		
<<ẻ´ãưềở>>	0	5	2	0			97				passerby307	0	0	0	0	0	12	10	15	10	10	5	196	0|20	196	0|20	196	0|20	196	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	2200000	0|1000	100	0	0	800	100	0	0	1400	100	0	0	0	100	0	0	0	6	6	18	18	800	100	0	0	0	0	0	0	0	0	0	0	0	0|50	0|65	0|50	0|60	0|60	95	95	95	95	95	810	100		6	0|1500	0|1500	0|1500	0|1500	0|1500	0|1500	0|1500	0|1500	0|1500	0|1500	86	0|10	297	0|30		
<<ẻ´ãưềở>>	0	5	5	0			165				passerby308	0	0	0	0	0	14	19	24	15	15	4	1																																										0	0	0	0	0	0	0	0	0	0												80																		
°Ù±ọÄĐắýÊăẵðÊâ	0	5	0	24			165				boss032	0	0	0	0	0	37	38	20	11	10	10	324	0|62	324	0|62	40	0|30	40	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	99000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|70	0|70	0|90	0|85	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	146	0|20	297	0|60		
°Ù±ọÄĐắýÊăÄắÊâ	0	5	1	24			165				boss032	0	0	0	0	0	37	38	20	11	10	10	324	0|62	324	0|62	40	0|30	40	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	99000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|70	0|70	0|90	0|85	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	146	0|20	297	0|60		
°Ù±ọÄĐắýÊăậđÊâ	0	5	2	24			165				boss032	0	0	0	0	0	37	38	20	11	10	10	324	0|62	324	0|62	40	0|30	40	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	99000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|70	0|70	0|90	0|85	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	146	0|20	297	0|60		
°Ù±ọÄĐắýÊăằðÊâ	0	5	3	24			165				boss032	0	0	0	0	0	37	38	20	11	10	10	324	0|62	324	0|62	40	0|30	40	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	99000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|70	0|70	0|90	0|85	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	146	0|20	297	0|60		
°Ù±ọÄĐắýÊăÍÁÊâ	0	5	4	24			165				boss032	0	0	0	0	0	37	38	20	11	10	10	324	0|62	324	0|62	40	0|30	40	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	99000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|70	0|70	0|90	0|85	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	146	0|20	297	0|60		
ãẫẫ³ÊăÅỹẹêạẩÊâ	0	5	0	2			192				enemy083	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mogaoku.lua	100	1500	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	1080	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ìòấ¯ÊăÅỹẹêạẩÊâ	0	5	0	2			187				enemy078	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mogaoku.lua	100	1500	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	1080	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẫ³àÁÊăÅỹẹêạẩÊâ	0	5	0	2			243				enemy134	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mogaoku.lua	100	2000	0	0	100	38000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	1080	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ÄđễụÊăÅỹẹêạẩÊâ	0	5	0	2			238				enemy129	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mogaoku.lua	100	1800	0	0	100	48000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	1080	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẵðằãũỵẫòÊăấ´ạầẹÂÊâ	0	5	1	2			81				ani039	0	0	0	0	0	35	35	26	10	22	14	200	1|0.2	200	1|0.2	200	1|0.2	200	1|0.2		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	4	4	18	18	400	10	700	1	50	25	25	25	25	30	50	0	0	60|0	45|0	75|0	60|0	15|0	75	75	90	75	75	1080	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẵðàủÊăấ´ạầẹÂÊâ	0	5	3	2			83				ani041	0	0	0	0	0	9	9	15	10	4	7	29	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	8	8	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	60|0	15|0	45|0	45|0	75|0	75	75	90	75	75	1080	115		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
éôìểÊăấ´ạầẹÂÊâ	0	5	4	2			107				ani065	0	0	0	0	0	21	20	24	9	21	14	238	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	6	6	18	18	400	10	700	1	50	25	25	25	25	30	50	0	0	60|0	75|0	45|0	30|0	45|0	75	75	90	75	75	1080	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẵðạỳá±ẵô2ÊăèỡáẵẫẵÊâ	0	5	0	3			133				enemy024	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\newnpc.lua	100	2000	0	0	100	48000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	810	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
